GeneSymbol	GeneID	DiseaseName	DiseaseID	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
ABCG1	9619	Muscular Atrophy	MESH:D009133		Clofibrate	18.90		6511338
ABCG1	9619	Muscular Atrophy	MESH:D009133		Dietary Fats	18.90		25614714
ABCG1	9619	Muscular Atrophy	MESH:D009133		resveratrol	18.90		20861279|21715682|24534773
ABCG1	9619	Muscular Atrophy	MESH:D009133		Rifampin	18.90		6789927
ABCG1	9619	Muscular Atrophy	MESH:D009133		Vincristine	18.90		4290103|4294312|4314181|5813374
ABCG2	9429	Muscular Atrophy	MESH:D009133		Chromium	54.06		19071005
ABCG2	9429	Muscular Atrophy	MESH:D009133		Ciprofloxacin	54.06		19401694
ABCG2	9429	Muscular Atrophy	MESH:D009133		Cisplatin	54.06		24823295
ABCG2	9429	Muscular Atrophy	MESH:D009133		Clofibrate	54.06		6511338
ABCG2	9429	Muscular Atrophy	MESH:D009133		Dexamethasone	54.06		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ABCG2	9429	Muscular Atrophy	MESH:D009133		Dietary Fats	54.06		25614714
ABCG2	9429	Muscular Atrophy	MESH:D009133		irinotecan	54.06		19401694
ABCG2	9429	Muscular Atrophy	MESH:D009133		Methylprednisolone	54.06		10641615|21931329|3420309|8665051
ABCG2	9429	Muscular Atrophy	MESH:D009133		Nicotine	54.06		18694773
ABCG2	9429	Muscular Atrophy	MESH:D009133		Quercetin	54.06		25614714
ABCG2	9429	Muscular Atrophy	MESH:D009133		resveratrol	54.06		20861279|21715682|24534773
ABCG2	9429	Muscular Atrophy	MESH:D009133		Rifampin	54.06		6789927
ABCG2	9429	Muscular Atrophy	MESH:D009133		Testosterone	54.06		18436443|21094144|21931329
ABCG2	9429	Muscular Atrophy	MESH:D009133		Tetracycline	54.06		6213862
ABCG2	9429	Muscular Atrophy	MESH:D009133		Triamcinolone	54.06		3912638|7349575|8665051|8937196
ABCG2	9429	Muscular Atrophy	MESH:D009133		Vincristine	54.06		4290103|4294312|4314181|5813374
ABCG2	9429	Muscular Atrophy	MESH:D009133		Zidovudine	54.06		1892364|8438050
ABCG4	64137	Muscular Atrophy	MESH:D009133		Cisplatin	16.80		24823295
ABCG4	64137	Muscular Atrophy	MESH:D009133		Dietary Fats	16.80		25614714
ABCG4	64137	Muscular Atrophy	MESH:D009133		Testosterone	16.80		18436443|21094144|21931329
ABCG4	64137	Muscular Atrophy	MESH:D009133		Vincristine	16.80		4290103|4294312|4314181|5813374
ABCG5	64240	Muscular Atrophy	MESH:D009133		Amiodarone	14.58		90132
ABCG5	64240	Muscular Atrophy	MESH:D009133		Clofibrate	14.58		6511338
ABCG5	64240	Muscular Atrophy	MESH:D009133		Dietary Fats	14.58		25614714
ABCG5	64240	Muscular Atrophy	MESH:D009133		Quercetin	14.58		25614714
ABCG5	64240	Muscular Atrophy	MESH:D009133		Tetracycline	14.58		6213862
ABCG8	64241	Muscular Atrophy	MESH:D009133		Dietary Fats	12.47		25614714
ABCG8	64241	Muscular Atrophy	MESH:D009133		Quercetin	12.47		25614714
ABCG8	64241	Muscular Atrophy	MESH:D009133		Tetracycline	12.47		6213862
ABCG8	64241	Muscular Atrophy	MESH:D009133		Zidovudine	12.47		1892364|8438050
ABHD1	84696	Muscular Atrophy	MESH:D009133		Amiodarone	24.34		90132
ABHD1	84696	Muscular Atrophy	MESH:D009133		Cisplatin	24.34		24823295
ABHD1	84696	Muscular Atrophy	MESH:D009133		Clofibrate	24.34		6511338
ABHD1	84696	Muscular Atrophy	MESH:D009133		Cocaine	24.34		15204026
ABHD1	84696	Muscular Atrophy	MESH:D009133		Dexamethasone	24.34		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ABHD1	84696	Muscular Atrophy	MESH:D009133		Testosterone	24.34		18436443|21094144|21931329
ABHD11	83451	Muscular Atrophy	MESH:D009133		Cisplatin	15.75		24823295
ABHD11	83451	Muscular Atrophy	MESH:D009133		Dietary Fats	15.75		25614714
ABHD11	83451	Muscular Atrophy	MESH:D009133		resveratrol	15.75		20861279|21715682|24534773
ABHD11	83451	Muscular Atrophy	MESH:D009133		Vincristine	15.75		4290103|4294312|4314181|5813374
ABHD11-AS1	171022	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
ABHD13	84945	Muscular Atrophy	MESH:D009133		Dietary Fats	12.74		25614714
ABHD13	84945	Muscular Atrophy	MESH:D009133		irinotecan	12.74		19401694
ABHD13	84945	Muscular Atrophy	MESH:D009133		Testosterone	12.74		18436443|21094144|21931329
ABHD14A	25864	Muscular Atrophy	MESH:D009133		Cisplatin	21.34		24823295
ABHD14A	25864	Muscular Atrophy	MESH:D009133		Clofibrate	21.34		6511338
ABHD14A	25864	Muscular Atrophy	MESH:D009133		Cocaine	21.34		15204026
ABHD14A	25864	Muscular Atrophy	MESH:D009133		Dexamethasone	21.34		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ABHD14A	25864	Muscular Atrophy	MESH:D009133		Vitamin E	21.34		572510
ABHD14A-ACY1	100526760	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
ABHD14B	84836	Muscular Atrophy	MESH:D009133		Amiodarone	14.94		90132
ABHD14B	84836	Muscular Atrophy	MESH:D009133		Cisplatin	14.94		24823295
ABHD14B	84836	Muscular Atrophy	MESH:D009133		Clofibrate	14.94		6511338
ABHD14B	84836	Muscular Atrophy	MESH:D009133		Quercetin	14.94		25614714
ABHD15	116236	Muscular Atrophy	MESH:D009133		Cisplatin	11.31		24823295
ABHD15	116236	Muscular Atrophy	MESH:D009133		Dietary Fats	11.31		25614714
ABHD15	116236	Muscular Atrophy	MESH:D009133		resveratrol	11.31		20861279|21715682|24534773
ABHD16B	140701	Muscular Atrophy	MESH:D009133		Cisplatin	9.42		24823295
ABHD16B	140701	Muscular Atrophy	MESH:D009133		Testosterone	9.42		18436443|21094144|21931329
ABHD17A	81926	Muscular Atrophy	MESH:D009133		Amiodarone	12.12		90132
ABHD17A	81926	Muscular Atrophy	MESH:D009133		Clofibrate	12.12		6511338
ABHD17A	81926	Muscular Atrophy	MESH:D009133		Cocaine	12.12		15204026
ABHD17C	58489	Muscular Atrophy	MESH:D009133		Melphalan	4.11		7802575
ABHD18	80167	Muscular Atrophy	MESH:D009133		Cisplatin	3.12		24823295
ABHD2	11057	Muscular Atrophy	MESH:D009133		Cisplatin	9.48		24823295
ABHD2	11057	Muscular Atrophy	MESH:D009133		Clofibrate	9.48		6511338
ABHD2	11057	Muscular Atrophy	MESH:D009133		Vitamin E	9.48		572510
ABHD3	171586	Muscular Atrophy	MESH:D009133		Cisplatin	10.31		24823295
ABHD3	171586	Muscular Atrophy	MESH:D009133		Dietary Fats	10.31		25614714
ABHD3	171586	Muscular Atrophy	MESH:D009133		Testosterone	10.31		18436443|21094144|21931329
ABHD4	63874	Muscular Atrophy	MESH:D009133		Amiodarone	17.50		90132
ABHD4	63874	Muscular Atrophy	MESH:D009133		Cisplatin	17.50		24823295
ABHD4	63874	Muscular Atrophy	MESH:D009133		Quercetin	17.50		25614714
ABHD4	63874	Muscular Atrophy	MESH:D009133		Tetracycline	17.50		6213862
ABHD4	63874	Muscular Atrophy	MESH:D009133		Vitamin E	17.50		572510
ABHD5	51099	Muscular Atrophy	MESH:D009133		Cisplatin	18.41		24823295
ABHD5	51099	Muscular Atrophy	MESH:D009133		Clofibrate	18.41		6511338
ABHD5	51099	Muscular Atrophy	MESH:D009133		Dexamethasone	18.41		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ABHD5	51099	Muscular Atrophy	MESH:D009133		Dietary Fats	18.41		25614714
ABHD5	51099	Muscular Atrophy	MESH:D009133		Quercetin	18.41		25614714
ABHD6	57406	Muscular Atrophy	MESH:D009133		Cisplatin	24.56		24823295
ABHD6	57406	Muscular Atrophy	MESH:D009133		Clofibrate	24.56		6511338
ABHD6	57406	Muscular Atrophy	MESH:D009133		Dietary Fats	24.56		25614714
ABHD6	57406	Muscular Atrophy	MESH:D009133		Quercetin	24.56		25614714
ABHD6	57406	Muscular Atrophy	MESH:D009133		resveratrol	24.56		20861279|21715682|24534773
ABHD6	57406	Muscular Atrophy	MESH:D009133		Testosterone	24.56		18436443|21094144|21931329
ABHD8	79575	Muscular Atrophy	MESH:D009133		Clofibrate	3.26		6511338
ABI1	10006	Muscular Atrophy	MESH:D009133		resveratrol	2.78		20861279|21715682|24534773
ABI2	10152	Muscular Atrophy	MESH:D009133		2,5-hexanedione	7.80		225920
ABI2	10152	Muscular Atrophy	MESH:D009133		irinotecan	7.80		19401694
ABI3	51225	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	12.61		10963110
ABI3	51225	Muscular Atrophy	MESH:D009133		Dietary Fats	12.61		25614714
ABI3	51225	Muscular Atrophy	MESH:D009133		Rifampin	12.61		6789927
ABI3BP	25890	Muscular Atrophy	MESH:D009133		Chromium	6.91		19071005
ABI3BP	25890	Muscular Atrophy	MESH:D009133		Dietary Fats	6.91		25614714
ABL1	25	Muscular Atrophy	MESH:D009133		Amiodarone	20.16		90132
ABL1	25	Muscular Atrophy	MESH:D009133		Cisplatin	20.16		24823295
ABL1	25	Muscular Atrophy	MESH:D009133		Cocaine	20.16		15204026
ABL1	25	Muscular Atrophy	MESH:D009133		Quercetin	20.16		25614714
ABL1	25	Muscular Atrophy	MESH:D009133		resveratrol	20.16		20861279|21715682|24534773
ABL1	25	Muscular Atrophy	MESH:D009133		Testosterone	20.16		18436443|21094144|21931329
ABL2	27	Muscular Atrophy	MESH:D009133		Cisplatin	6.80		24823295
ABL2	27	Muscular Atrophy	MESH:D009133		Taurine	6.80		16318624
ABLIM1	3983	Muscular Atrophy	MESH:D009133		Dietary Fats	9.74		25614714
ABLIM1	3983	Muscular Atrophy	MESH:D009133		Mifepristone	9.74		12721153|2424746
ABLIM1	3983	Muscular Atrophy	MESH:D009133		resveratrol	9.74		20861279|21715682|24534773
ABLIM3	22885	Muscular Atrophy	MESH:D009133		Quercetin	2.64		25614714
ABO	28	Muscular Atrophy	MESH:D009133		Dietary Fats	2.98		25614714
ABR	29	Muscular Atrophy	MESH:D009133		Cisplatin	2.49		24823295
ABRA	137735	Muscular Atrophy	MESH:D009133		Dexamethasone	3.30		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ABRACL	58527	Muscular Atrophy	MESH:D009133		Clofibrate	7.94		6511338
ABRACL	58527	Muscular Atrophy	MESH:D009133		Quercetin	7.94		25614714
ABRAXAS1	84142	Muscular Atrophy	MESH:D009133		Melphalan	7.72		7802575
ABRAXAS1	84142	Muscular Atrophy	MESH:D009133		Quercetin	7.72		25614714
ABT1	29777	Muscular Atrophy	MESH:D009133		Melphalan	4.17		7802575
ABTB1	80325	Muscular Atrophy	MESH:D009133		Cisplatin	11.93		24823295
ABTB1	80325	Muscular Atrophy	MESH:D009133		Clofibrate	11.93		6511338
ABTB1	80325	Muscular Atrophy	MESH:D009133		Testosterone	11.93		18436443|21094144|21931329
ABTB2	25841	Muscular Atrophy	MESH:D009133		Cisplatin	10.20		24823295
ABTB2	25841	Muscular Atrophy	MESH:D009133		Dietary Fats	10.20		25614714
ABTB2	25841	Muscular Atrophy	MESH:D009133		Vincristine	10.20		4290103|4294312|4314181|5813374
ABU-11	173404	Muscular Atrophy	MESH:D009133		resveratrol	3.99		20861279|21715682|24534773
ABU-15	182136	Muscular Atrophy	MESH:D009133		resveratrol	3.99		20861279|21715682|24534773
ABU-2	184695	Muscular Atrophy	MESH:D009133		resveratrol	4.68		20861279|21715682|24534773
ABU-3	185133	Muscular Atrophy	MESH:D009133		resveratrol	4.33		20861279|21715682|24534773
ABU-5	190870	Muscular Atrophy	MESH:D009133		resveratrol	4.33		20861279|21715682|24534773
ABU-6	178903	Muscular Atrophy	MESH:D009133		resveratrol	3.88		20861279|21715682|24534773
ABU-7	182139	Muscular Atrophy	MESH:D009133		resveratrol	3.99		20861279|21715682|24534773
ABU-8	178904	Muscular Atrophy	MESH:D009133		resveratrol	3.88		20861279|21715682|24534773
ACAA1	30	Muscular Atrophy	MESH:D009133		Amiodarone	22.79		90132
ACAA1	30	Muscular Atrophy	MESH:D009133		Cisplatin	22.79		24823295
ACAA1	30	Muscular Atrophy	MESH:D009133		Clofibrate	22.79		6511338
ACAA1	30	Muscular Atrophy	MESH:D009133		Cocaine	22.79		15204026
ACAA1	30	Muscular Atrophy	MESH:D009133		Dietary Fats	22.79		25614714
ACAA1	30	Muscular Atrophy	MESH:D009133		Quercetin	22.79		25614714
ACAA1A	113868	Muscular Atrophy	MESH:D009133		Clofibrate	11.08		6511338
ACAA1A	113868	Muscular Atrophy	MESH:D009133		Dietary Fats	11.08		25614714
ACAA1A	113868	Muscular Atrophy	MESH:D009133		resveratrol	11.08		20861279|21715682|24534773
ACAA1B	235674	Muscular Atrophy	MESH:D009133		Clofibrate	6.93		6511338
ACAA1B	235674	Muscular Atrophy	MESH:D009133		Dietary Fats	6.93		25614714
ACAA2	10449	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	37.31		10963110
ACAA2	10449	Muscular Atrophy	MESH:D009133		Cisplatin	37.31		24823295
ACAA2	10449	Muscular Atrophy	MESH:D009133		Clofibrate	37.31		6511338
ACAA2	10449	Muscular Atrophy	MESH:D009133		Dexamethasone	37.31		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACAA2	10449	Muscular Atrophy	MESH:D009133		Dietary Fats	37.31		25614714
ACAA2	10449	Muscular Atrophy	MESH:D009133		Nicotine	37.31		18694773
ACAA2	10449	Muscular Atrophy	MESH:D009133		Quercetin	37.31		25614714
ACAA2	10449	Muscular Atrophy	MESH:D009133		resveratrol	37.31		20861279|21715682|24534773
ACAA2	10449	Muscular Atrophy	MESH:D009133		Testosterone	37.31		18436443|21094144|21931329
ACAA2	10449	Muscular Atrophy	MESH:D009133		Vitamin E	37.31		572510
ACACA	31	Muscular Atrophy	MESH:D009133		Amiodarone	48.97		90132
ACACA	31	Muscular Atrophy	MESH:D009133		Cisplatin	48.97		24823295
ACACA	31	Muscular Atrophy	MESH:D009133		Clofibrate	48.97		6511338
ACACA	31	Muscular Atrophy	MESH:D009133		Dexamethasone	48.97		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACACA	31	Muscular Atrophy	MESH:D009133		Dietary Fats	48.97		25614714
ACACA	31	Muscular Atrophy	MESH:D009133		irinotecan	48.97		19401694
ACACA	31	Muscular Atrophy	MESH:D009133		Nicotine	48.97		18694773
ACACA	31	Muscular Atrophy	MESH:D009133		Quercetin	48.97		25614714
ACACA	31	Muscular Atrophy	MESH:D009133		resveratrol	48.97		20861279|21715682|24534773
ACACA	31	Muscular Atrophy	MESH:D009133		Rifampin	48.97		6789927
ACACA	31	Muscular Atrophy	MESH:D009133		Testosterone	48.97		18436443|21094144|21931329
ACACA	31	Muscular Atrophy	MESH:D009133		Tetracycline	48.97		6213862
ACACA	31	Muscular Atrophy	MESH:D009133		Vitamin B 12	48.97		2044594
ACACA	31	Muscular Atrophy	MESH:D009133		Zidovudine	48.97		1892364|8438050
ACACB	32	Muscular Atrophy	MESH:D009133		Amiodarone	30.35		90132
ACACB	32	Muscular Atrophy	MESH:D009133		Cisplatin	30.35		24823295
ACACB	32	Muscular Atrophy	MESH:D009133		Clofibrate	30.35		6511338
ACACB	32	Muscular Atrophy	MESH:D009133		Dexamethasone	30.35		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACACB	32	Muscular Atrophy	MESH:D009133		Dietary Fats	30.35		25614714
ACACB	32	Muscular Atrophy	MESH:D009133		resveratrol	30.35		20861279|21715682|24534773
ACACB	32	Muscular Atrophy	MESH:D009133		Tetracycline	30.35		6213862
ACACB	32	Muscular Atrophy	MESH:D009133		Zidovudine	30.35		1892364|8438050
ACAD10	80724	Muscular Atrophy	MESH:D009133		Amiodarone	6.91		90132
ACAD10	80724	Muscular Atrophy	MESH:D009133		Dietary Fats	6.91		25614714
ACAD11	84129	Muscular Atrophy	MESH:D009133		Cisplatin	10.44		24823295
ACAD11	84129	Muscular Atrophy	MESH:D009133		Dietary Fats	10.44		25614714
ACAD11	84129	Muscular Atrophy	MESH:D009133		Quercetin	10.44		25614714
ACAD9	28976	Muscular Atrophy	MESH:D009133		Amiodarone	10.48		90132
ACAD9	28976	Muscular Atrophy	MESH:D009133		Dietary Fats	10.48		25614714
ACAD9	28976	Muscular Atrophy	MESH:D009133		Vincristine	10.48		4290103|4294312|4314181|5813374
ACADL	33	Muscular Atrophy	MESH:D009133		Amiodarone	21.11		90132
ACADL	33	Muscular Atrophy	MESH:D009133		Clofibrate	21.11		6511338
ACADL	33	Muscular Atrophy	MESH:D009133		Dietary Fats	21.11		25614714
ACADL	33	Muscular Atrophy	MESH:D009133		resveratrol	21.11		20861279|21715682|24534773
ACADL	33	Muscular Atrophy	MESH:D009133		Testosterone	21.11		18436443|21094144|21931329
ACADL	33	Muscular Atrophy	MESH:D009133		Tetracycline	21.11		6213862
ACADM	34	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	30.72		10963110
ACADM	34	Muscular Atrophy	MESH:D009133		Amiodarone	30.72		90132
ACADM	34	Muscular Atrophy	MESH:D009133		Clenbuterol	30.72		1351811
ACADM	34	Muscular Atrophy	MESH:D009133		Clofibrate	30.72		6511338
ACADM	34	Muscular Atrophy	MESH:D009133		Dexamethasone	30.72		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACADM	34	Muscular Atrophy	MESH:D009133		Dietary Fats	30.72		25614714
ACADM	34	Muscular Atrophy	MESH:D009133		resveratrol	30.72		20861279|21715682|24534773
ACADM	34	Muscular Atrophy	MESH:D009133		Testosterone	30.72		18436443|21094144|21931329
ACADM	34	Muscular Atrophy	MESH:D009133		Tetracycline	30.72		6213862
ACADS	35	Muscular Atrophy	MESH:D009133		Clofibrate	18.00		6511338
ACADS	35	Muscular Atrophy	MESH:D009133		Dietary Fats	18.00		25614714
ACADS	35	Muscular Atrophy	MESH:D009133		resveratrol	18.00		20861279|21715682|24534773
ACADS	35	Muscular Atrophy	MESH:D009133		Testosterone	18.00		18436443|21094144|21931329
ACADS	35	Muscular Atrophy	MESH:D009133		Vitamin E	18.00		572510
ACADSB	36	Muscular Atrophy	MESH:D009133		Clofibrate	22.71		6511338
ACADSB	36	Muscular Atrophy	MESH:D009133		Dietary Fats	22.71		25614714
ACADSB	36	Muscular Atrophy	MESH:D009133		Quercetin	22.71		25614714
ACADSB	36	Muscular Atrophy	MESH:D009133		resveratrol	22.71		20861279|21715682|24534773
ACADSB	36	Muscular Atrophy	MESH:D009133		Tetracycline	22.71		6213862
ACADSB	36	Muscular Atrophy	MESH:D009133		Zidovudine	22.71		1892364|8438050
ACADVL	37	Muscular Atrophy	MESH:D009133		Cisplatin	21.43		24823295
ACADVL	37	Muscular Atrophy	MESH:D009133		Clofibrate	21.43		6511338
ACADVL	37	Muscular Atrophy	MESH:D009133		Dexamethasone	21.43		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACADVL	37	Muscular Atrophy	MESH:D009133		Dietary Fats	21.43		25614714
ACADVL	37	Muscular Atrophy	MESH:D009133		Quercetin	21.43		25614714
ACADVL	37	Muscular Atrophy	MESH:D009133		Tetracycline	21.43		6213862
ACAN	176	Muscular Atrophy	MESH:D009133		Cocaine	10.46		15204026
ACAN	176	Muscular Atrophy	MESH:D009133		Dexamethasone	10.46		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACAN	176	Muscular Atrophy	MESH:D009133		resveratrol	10.46		20861279|21715682|24534773
ACAP1	9744	Muscular Atrophy	MESH:D009133		Cisplatin	2.78		24823295
ACAT1	38	Muscular Atrophy	MESH:D009133		Amiodarone	32.92		90132
ACAT1	38	Muscular Atrophy	MESH:D009133		Cisplatin	32.92		24823295
ACAT1	38	Muscular Atrophy	MESH:D009133		Clofibrate	32.92		6511338
ACAT1	38	Muscular Atrophy	MESH:D009133		Dietary Fats	32.92		25614714
ACAT1	38	Muscular Atrophy	MESH:D009133		irinotecan	32.92		19401694
ACAT1	38	Muscular Atrophy	MESH:D009133		Quercetin	32.92		25614714
ACAT1	38	Muscular Atrophy	MESH:D009133		resveratrol	32.92		20861279|21715682|24534773
ACAT1	38	Muscular Atrophy	MESH:D009133		Tetracycline	32.92		6213862
ACAT1	38	Muscular Atrophy	MESH:D009133		Vitamin E	32.92		572510
ACAT2	39	Muscular Atrophy	MESH:D009133		Cisplatin	15.38		24823295
ACAT2	39	Muscular Atrophy	MESH:D009133		Dexamethasone	15.38		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACAT2	39	Muscular Atrophy	MESH:D009133		Dietary Fats	15.38		25614714
ACAT2	39	Muscular Atrophy	MESH:D009133		Quercetin	15.38		25614714
ACAT2	39	Muscular Atrophy	MESH:D009133		Tetracycline	15.38		6213862
ACBD3	64746	Muscular Atrophy	MESH:D009133		Amiodarone	6.55		90132
ACBD3	64746	Muscular Atrophy	MESH:D009133		Tetracycline	6.55		6213862
ACBD4	79777	Muscular Atrophy	MESH:D009133		Cisplatin	10.86		24823295
ACBD4	79777	Muscular Atrophy	MESH:D009133		Dietary Fats	10.86		25614714
ACBD4	79777	Muscular Atrophy	MESH:D009133		Testosterone	10.86		18436443|21094144|21931329
ACBD5	91452	Muscular Atrophy	MESH:D009133		Dietary Fats	6.90		25614714
ACBD5	91452	Muscular Atrophy	MESH:D009133		Tetracycline	6.90		6213862
ACBD6	84320	Muscular Atrophy	MESH:D009133		Quercetin	3.11		25614714
ACBD7	414149	Muscular Atrophy	MESH:D009133		Amiodarone	12.56		90132
ACBD7	414149	Muscular Atrophy	MESH:D009133		Testosterone	12.56		18436443|21094144|21931329
ACBD7	414149	Muscular Atrophy	MESH:D009133		Tetracycline	12.56		6213862
ACCN3	429486	Muscular Atrophy	MESH:D009133		Cisplatin	3.43		24823295
ACCS	84680	Muscular Atrophy	MESH:D009133		Cisplatin	2.99		24823295
ACE	1636	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	35.25		10963110
ACE	1636	Muscular Atrophy	MESH:D009133		Chromium	35.25		19071005
ACE	1636	Muscular Atrophy	MESH:D009133		Cocaine	35.25		15204026
ACE	1636	Muscular Atrophy	MESH:D009133		Colchicine	35.25		8234983
ACE	1636	Muscular Atrophy	MESH:D009133		Dexamethasone	35.25		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ACE	1636	Muscular Atrophy	MESH:D009133		Dietary Fats	35.25		25614714
ACE	1636	Muscular Atrophy	MESH:D009133		Mifepristone	35.25		12721153|2424746
